id_nasabah,jumlah_pinjaman,pendapatan_bulanan,usia_nasabah,status_pekerjaan,Credit_Score,riwayat_kredit,tanggal_data
899,13000000,15000000,56,wirausaha,705,baik,2025-05-17
900,7000000,8000000,46,wirausaha,758,baik,2025-07-29
901,13000000,15000000,26,wirausaha,678,baik,2024-10-17
902,9000000,10000000,18,karyawan_swasta,535,baik,2025-05-05
903,11000000,9000000,18,karyawan_swasta,729,baik,2025-08-16
904,9000000,10000000,43,wirausaha,848,baik,2024-11-14
905,5000000,6000000,52,wirausaha,627,baik,2024-10-17
906,16000000,19000000,45,pns,604,baik,2025-08-13
907,6000000,5000000,23,wirausaha,806,baik,2025-09-11
908,6000000,7000000,56,karyawan_swasta,707,buruk,2025-05-11
909,12000000,13000000,26,wirausaha,588,buruk,2025-02-07
910,7000000,6000000,48,karyawan_swasta,603,baik,2025-01-09
911,13000000,15000000,23,karyawan_swasta,714,buruk,2024-09-15
912,8000000,7000000,21,wirausaha,727,baik,2025-02-21
913,12000000,10000000,33,karyawan_swasta,699,baik,2024-12-04
914,16000000,19000000,24,wirausaha,697,baik,2024-10-11
915,9000000,10000000,50,karyawan_swasta,676,buruk,2025-02-01
916,9000000,10000000,37,wirausaha,612,buruk,2024-12-25
917,11000000,13000000,38,wirausaha,636,baik,2024-09-22
918,19000000,22000000,31,wirausaha,742,baik,2025-09-04
919,12000000,10000000,32,karyawan_swasta,644,baik,2025-06-06
920,10000000,11000000,59,wirausaha,734,baik,2025-03-06
921,8000000,9000000,40,karyawan_swasta,766,baik,2025-03-08
922,11000000,13000000,30,wirausaha,615,baik,2025-02-04
923,7000000,6000000,32,wirausaha,712,baik,2025-06-22
924,8000000,7000000,25,pns,554,baik,2025-08-10
925,8000000,10000000,24,karyawan_swasta,559,buruk,2024-11-21
926,12000000,10000000,37,wirausaha,813,baik,2025-09-05
927,11000000,13000000,18,wirausaha,652,baik,2025-01-23
928,13000000,15000000,35,wirausaha,744,baik,2025-08-09
929,13000000,11000000,54,wirausaha,850,baik,2025-08-05
930,5000000,6000000,48,pns,628,baik,2025-03-09
931,13000000,16000000,25,karyawan_swasta,573,baik,2025-08-21
932,13000000,15000000,61,wirausaha,682,baik,2025-08-02
933,10000000,11000000,35,wirausaha,850,baik,2025-05-24
934,15000000,13000000,32,karyawan_swasta,632,baik,2025-02-03
935,9000000,10000000,30,wirausaha,539,buruk,2024-12-18
936,11000000,13000000,35,karyawan_swasta,729,baik,2024-11-20
937,6000000,5000000,49,karyawan_swasta,707,baik,2024-09-14
938,12000000,10000000,24,karyawan_swasta,659,baik,2025-06-03
939,5000000,6000000,36,wirausaha,564,baik,2025-01-16
940,12000000,14000000,38,pns,600,buruk,2024-11-30
941,10000000,12000000,50,wirausaha,644,baik,2025-02-15
942,6000000,7000000,28,wirausaha,764,baik,2024-11-19
943,7000000,8000000,35,karyawan_swasta,507,baik,2025-09-12
944,11000000,9000000,36,karyawan_swasta,718,baik,2024-09-14
945,5000000,6000000,31,wirausaha,619,baik,2025-04-29
946,13000000,15000000,28,wirausaha,708,baik,2025-02-15
947,12000000,14000000,27,wirausaha,708,baik,2025-04-09
948,5000000,5000000,35,karyawan_swasta,803,baik,2025-05-28
949,15000000,13000000,32,karyawan_swasta,778,baik,2025-04-15
950,7000000,6000000,52,wirausaha,679,baik,2024-12-10
951,9000000,7000000,49,karyawan_swasta,733,baik,2025-04-06
952,7000000,8000000,32,pns,654,baik,2024-09-21
953,12000000,10000000,51,pns,850,baik,2025-03-08
954,15000000,17000000,30,wirausaha,690,baik,2025-03-10
955,10000000,8000000,36,wirausaha,672,baik,2025-04-05
956,10000000,11000000,42,wirausaha,782,baik,2025-07-31
957,11000000,12000000,39,wirausaha,766,baik,2024-09-13
958,9000000,8000000,46,wirausaha,738,baik,2025-03-19
959,14000000,12000000,22,wirausaha,696,baik,2024-12-03
960,6000000,7000000,38,wirausaha,627,baik,2024-10-09
961,8000000,7000000,72,karyawan_swasta,703,baik,2025-08-11
962,11000000,12000000,40,wirausaha,527,buruk,2025-03-23
963,5000000,5000000,22,wirausaha,568,baik,2025-06-24
964,10000000,12000000,30,wirausaha,649,baik,2024-11-24
965,15000000,13000000,48,karyawan_swasta,700,baik,2025-06-11
966,7000000,8000000,44,wirausaha,744,baik,2024-12-02
967,14000000,16000000,42,wirausaha,800,baik,2025-03-23
968,7000000,8000000,32,karyawan_swasta,760,baik,2024-12-29
969,9000000,10000000,37,wirausaha,612,baik,2025-05-13
970,13000000,15000000,48,wirausaha,808,baik,2024-12-09
971,8000000,6000000,42,wirausaha,770,baik,2025-06-17
972,5000000,6000000,65,wirausaha,689,baik,2025-01-24
973,11000000,10000000,18,karyawan_swasta,626,buruk,2025-06-08
974,5000000,6000000,34,karyawan_swasta,687,baik,2025-03-10
975,8000000,9000000,27,karyawan_swasta,593,baik,2025-05-12
976,11000000,9000000,57,wirausaha,739,baik,2025-05-06
977,5000000,6000000,34,wirausaha,850,baik,2025-03-16
978,13000000,15000000,38,pns,638,baik,2025-07-25
979,12000000,14000000,26,karyawan_swasta,740,baik,2025-05-29
980,10000000,12000000,31,wirausaha,632,baik,2025-04-08
981,12000000,14000000,38,karyawan_swasta,850,baik,2025-05-19
982,9000000,11000000,42,wirausaha,789,baik,2025-08-24
983,5000000,6000000,38,karyawan_swasta,634,baik,2025-05-10
984,6000000,5000000,37,wirausaha,832,baik,2024-10-21
985,8000000,7000000,27,pns,679,baik,2024-09-28
986,11000000,10000000,61,wirausaha,533,buruk,2025-03-15
987,13000000,15000000,32,karyawan_swasta,829,baik,2024-11-29
988,7000000,8000000,35,wirausaha,612,buruk,2025-08-18
989,7000000,6000000,36,karyawan_swasta,806,baik,2025-06-28
990,10000000,8000000,28,wirausaha,779,baik,2025-01-12
991,10000000,11000000,52,pns,712,baik,2024-12-04
992,11000000,13000000,30,karyawan_swasta,765,baik,2024-10-28
993,11000000,13000000,29,pns,524,buruk,2025-05-07
994,9000000,11000000,23,wirausaha,768,baik,2025-01-15
995,11000000,12000000,42,pns,695,baik,2025-06-15
996,16000000,19000000,25,wirausaha,494,buruk,2025-03-18
997,12000000,14000000,43,wirausaha,654,baik,2025-02-06
998,8000000,7000000,23,wirausaha,850,baik,2025-02-08
999,10000000,12000000,42,karyawan_swasta,637,baik,2025-02-26
1000,14000000,12000000,28,wirausaha,612,baik,2024-12-09
